C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53
62.87,53.163,28.425,62.978,22.391,40.687,43.492,44.594,49.337,40.86,18.159,50,0.29107,3674,4521.1,9.3182,26.659,42.562,2700,75.032,120.37,0.34495,80.157,51.832,2629.5,25.812,49.162,3096.7,22.91,66.098,238.73,342.7,94.549,77.174,32.905,8.9304,26.23,7.0184,18.907,1.6869,33.276,13.734,23.09,1.3096,18.943,2.2624,5.0371,2.3423,0.03092,0.82153,0.11563,53.951,44.172
63.15,53.654,28.615,61.285,22.771,40.813,41.489,50.346,49.699,41.331,15.725,50,0.28914,3657.4,4480.1,9.3981,26.925,42.338,2702,74.063,120.38,0.34391,80.151,51.152,2630.7,24.109,51.647,3097.5,23.932,66.049,237.43,343.03,94.58,77.412,32.905,8.9304,26.23,7.0184,18.907,1.6869,33.276,13.734,23.09,1.3096,18.943,2.2624,5.0371,2.3423,0.03092,0.82153,0.11563,53.951,44.172
62.24,53.783,19.141,61.888,22.587,39.474,35.191,47.549,49.775,40.591,19.761,50,0.19365,3641.7,4472.1,9.5369,26.843,42.256,2701.8,74.523,120.41,0.33356,80.215,49.011,2630.7,27.102,50.439,3096.4,22.237,66.079,239.28,343.42,94.64,77.041,32.556,8.8096,26.161,6.8916,18.508,1.6963,33.14,13.688,23.315,1.3916,18.266,2.2268,4.8699,2.31,0.03092,0.82153,0.11563,53.951,44.172
62.52,53.374,19.158,61.437,22.619,39.576,41.624,49.865,49.848,41.098,18.181,50,0.19348,3625.5,4506.2,9.4807,26.906,42.135,2699.6,74.52,120.37,0.33272,79.946,51.198,2628,26.57,51.439,3094.3,22.912,66.064,241.24,343.69,94.644,76.986,32.556,8.8096,26.161,6.8916,18.508,1.6963,33.14,13.688,23.315,1.3916,18.266,2.2268,4.8699,2.31,0.03092,0.82153,0.11563,53.951,44.172
63.21,53.684,21.923,60.81,22.785,38.978,37.845,49.834,50.2,40.891,20.352,50,0.2216,3645.8,4563.1,9.5298,26.835,42.871,2703.7,74.425,120.41,0.32631,80.167,49.913,2633.3,23.186,51.426,3097.1,21.971,66.041,240.05,343.18,94.715,77.902,32.469,8.8729,26.136,6.8525,18.608,1.6503,33.48,13.646,23.732,1.2629,18.471,2.2439,4.7652,2.2186,0.03092,0.82153,0.11563,53.951,44.172
63.07,54.626,21.713,61.012,22.68,38.635,39.764,45.524,49.741,41.459,19.664,50,0.22373,3653.8,4484.4,9.598,26.924,42.668,2707,74.811,120.39,0.32911,80.508,50.565,2637.3,24.895,49.563,3102.5,22.251,66.119,238.19,343.34,94.413,77.773,32.469,8.8729,26.136,6.8525,18.608,1.6503,33.48,13.646,23.732,1.2629,18.471,2.2439,4.7652,2.2186,0.0063458,0.83216,0.10856,53.932,43.818
62.95,54.477,22.315,62.67,22.228,38.116,35.339,45.239,49.686,41.18,19.562,50,0.22765,3681.6,4479.4,9.4638,26.431,42.546,2706.6,74.812,120.4,0.32223,80.287,49.062,2635.7,24.311,49.44,3102.9,22.303,66.169,237.25,342.79,94.611,77.352,31.995,8.6807,25.876,6.798,18.48,1.6764,33.079,13.708,24.044,1.1059,18.414,2.2348,4.7706,2.3233,0.0063458,0.83216,0.10856,53.932,43.818
62.75,53.784,22.419,62.939,22.79,38.126,37.544,47.519,49.316,41.827,18.875,50,0.22658,3692.8,4537.4,9.2723,26.929,42.275,2706.3,74.316,120.42,0.32215,80.094,49.811,2636,25.719,50.426,3101.4,22.603,66.126,239.91,343.5,94.497,77.171,31.995,8.6807,25.876,6.798,18.48,1.6764,33.079,13.708,24.044,1.1059,18.414,2.2348,4.7706,2.3233,0.0063458,0.83216,0.10856,53.932,43.818
63.79,54.427,26.86,62.011,22.892,39.195,38.405,45.219,49.28,41.479,17.549,50,0.27217,3663.8,4513.1,9.4058,27.248,42.065,2706.4,74.851,120.41,0.32529,79.862,50.103,2635.6,22.925,49.432,3101.5,23.167,66.047,238.87,343.22,94.53,77.255,32.243,8.8218,26.025,6.8499,18.746,1.6662,33.243,13.691,23.324,1.1492,18.764,2.289,4.8158,2.3159,0.0063458,0.83216,0.10856,53.932,43.818
63.61,54,26.725,60.248,22.359,38.806,39.133,43.214,49.307,41.509,17.145,50,0.27355,3673.7,4548.8,9.3851,26.376,42.43,2707.8,74.75,120.43,0.32847,79.953,50.351,2636.6,24.179,48.565,3104.1,23.333,65.964,237.16,343.61,94.337,77.405,32.243,8.8218,26.025,6.8499,18.746,1.6662,33.243,13.691,23.324,1.1492,18.764,2.289,4.8158,2.3159,0.0063458,0.83216,0.10856,53.932,43.818
63.02,54.143,24.488,62.391,22.98,38.363,37.998,45.852,49.413,41.432,18.053,50,0.24971,3685.1,4484.6,9.243,26.915,42.507,2710.1,75.146,120.4,0.32674,80.113,49.965,2639.8,24.383,49.705,3104.7,22.949,65.961,237.4,343.86,94.486,77.352,31.869,8.7873,26.391,6.8442,18.505,1.6445,33.26,13.648,23.76,1.0975,18.461,2.2349,4.8562,2.233,0.028617,0.81608,0.094754,52.25,44.179
63.08,53.633,24.426,62.481,22.962,38.48,41.388,46.432,49.587,41.596,18.654,50,0.25034,3681.5,4527.1,9.3818,27.022,42.512,2708.5,74.377,120.39,0.32579,80.025,51.117,2638.4,27.132,49.956,3104,22.696,65.978,235.24,343.53,94.398,77.408,31.869,8.7873,26.391,6.8442,18.505,1.6445,33.26,13.648,23.76,1.0975,18.461,2.2349,4.8562,2.233,0.028617,0.81608,0.094754,52.25,44.179
62.33,54.575,28.288,63.11,23.234,37.781,34.431,49.242,49.303,41.236,17.695,50,0.28622,3730.1,4500.1,9.3906,27.145,42.345,2712,75.053,120.41,0.32036,80.18,48.753,2642.1,24.971,51.17,3107,23.083,65.988,238.22,343.7,94.46,77.798,32.599,8.8013,25.91,6.9834,18.779,1.646,33.354,13.531,23.813,1.1537,18.503,2.2705,4.8584,2.3187,0.028617,0.81608,0.094754,52.25,44.179
63.39,54.188,28.182,61.233,22.812,38.115,35.543,45.63,49.28,40.944,17.245,50,0.2873,3668,4532.5,9.4232,26.618,42.157,2712.3,74.732,120.4,0.31763,80.093,49.131,2642.1,24.222,49.609,3107.9,23.288,66.019,238.26,343.92,94.278,77.215,32.599,8.8013,25.91,6.9834,18.779,1.646,33.354,13.531,23.813,1.1537,18.503,2.2705,4.8584,2.3187,0.028617,0.81608,0.094754,52.25,44.179
62.76,54.049,21.082,61.102,22.541,35.873,39.855,43.612,49.378,41.753,17.313,50,0.21736,3632,4489.7,9.4511,27.024,42.355,2708.9,75.051,120.4,0.30732,79.802,50.596,2638.2,24.417,48.737,3104.2,23.272,65.969,236.98,344.05,94.662,77.076,32.432,8.753,26.454,6.7921,18.466,1.6573,33.195,13.764,23.717,1.2715,18.021,2.2861,4.8706,2.2646,0.028617,0.81608,0.094754,52.25,44.179
63.03,54.367,21.136,61.381,22.972,36.063,34.852,46.402,48.856,40.976,17.644,50,0.21681,3616.5,4463.1,9.4288,26.549,42.205,2710.7,74.242,120.36,0.30577,79.862,48.896,2639.9,26.404,49.943,3103.3,23.132,65.898,237.86,344.53,94.653,77.161,32.432,8.753,26.454,6.7921,18.466,1.6573,33.195,13.764,23.717,1.2715,18.021,2.2861,4.8706,2.2646,0.0063466,0.84056,0.11101,54.437,43.632
63.31,54.559,22.551,64.126,22.829,38.924,36.038,46.976,48.894,41.497,15.878,50,0.22792,3697.5,4513.4,9.3094,26.943,42.546,2710.6,75.677,120.39,0.33136,79.777,49.299,2639.7,26.837,50.191,3105,23.874,65.857,235.21,344.61,94.581,77.386,33.184,8.7256,26.525,6.8545,18.69,1.6651,33.785,13.771,23.916,1.166,18.381,2.296,4.8351,2.3073,0.0063466,0.84056,0.11101,54.437,43.632
63.22,53.87,22.647,61.47,22.676,39.235,39.588,49.655,48.556,41.44,16.76,50,0.22693,3702.4,4570.9,9.3466,26.959,42.484,2712.6,75.323,120.41,0.32881,80.026,50.505,2641.6,25.761,51.349,3107.6,23.498,65.841,236.76,344.34,94.485,77.429,33.184,8.7256,26.525,6.8545,18.69,1.6651,33.785,13.771,23.916,1.166,18.381,2.296,4.8351,2.3073,0.0063466,0.84056,0.11101,54.437,43.632
63.63,54.053,14.722,60.43,23.013,39.431,34.776,49.354,48.537,42.054,16.787,50,0.14907,3650.6,4512.6,9.4279,27.093,42.219,2710.9,75.763,120.41,0.3282,80.023,48.87,2640.2,24.123,51.219,3104.8,23.482,65.859,234.72,344.06,94.439,77.48,32.779,9.0403,26.415,6.9095,18.414,1.7032,33.167,13.869,24.261,1.3703,18.152,2.2399,4.7909,2.2341,0.0063466,0.84056,0.11101,54.437,43.632
63.29,53.779,14.624,61.843,22.817,39.295,35.448,43.751,48.265,40.762,19.002,50,0.15006,3670,4535.5,9.3114,26.704,42.241,2709.4,75.218,120.35,0.32932,80.093,49.099,2639.2,24.869,48.798,3103.3,22.556,65.878,235.49,343.29,94.573,77.085,32.779,9.0403,26.415,6.9095,18.414,1.7032,33.167,13.869,24.261,1.3703,18.152,2.2399,4.7909,2.2341,0.0063466,0.84056,0.11101,54.437,43.632
63.16,54.08,17.72,61.594,22.247,40.595,43.304,47.874,48.763,41.63,16.367,50,0.18054,3649.7,4569.9,9.3497,26.661,42.299,2704.4,74.389,120.39,0.33995,79.734,51.768,2633.6,23.411,50.579,3101.3,23.683,65.848,234.55,343.37,94.64,76.917,32.541,8.8598,25.901,6.9442,18.173,1.6037,33.493,13.762,24.058,1.2159,17.948,2.2928,4.8813,2.3768,0.017386,0.80296,0.096563,53.411,43.359
62.94,54.308,17.581,61.79,22.906,40.453,46.674,46.753,48.697,40.278,16.766,50,0.18195,3662.4,4550.9,9.2825,27.231,42.365,2705.5,75.04,120.38,0.34111,79.806,52.913,2634.6,27.09,50.095,3100.6,23.509,65.787,236.1,342.97,94.717,77.335,32.541,8.8598,25.901,6.9442,18.173,1.6037,33.493,13.762,24.058,1.2159,17.948,2.2928,4.8813,2.3768,0.017386,0.80296,0.096563,53.411,43.359
62.47,54.305,19.477,60.908,22.74,38.849,37.944,50.883,48.804,41.883,16.098,50,0.19874,3669.5,4607.4,9.3174,26.796,42.518,2708.1,74.978,120.41,0.33074,80.003,49.947,2637.4,24.214,51.879,3102.7,23.783,65.796,235.66,342.83,94.667,77.49,32.233,8.8735,25.939,7.0493,18.594,1.5977,33.293,13.821,24.295,1.0907,18.294,2.2733,4.8334,2.247,0.017386,0.80296,0.096563,53.411,43.359
62.63,54.443,19.477,61.912,22.849,38.913,36.923,45.268,48.888,41.233,18.152,50,0.19875,3660.2,4595.9,9.2392,27.383,41.961,2710.2,75.874,120.38,0.33021,80.236,49.6,2639,25.415,49.453,3106.4,22.904,65.867,235.44,341.95,94.574,77.686,32.233,8.8735,25.939,7.0493,18.594,1.5977,33.293,13.821,24.295,1.0907,18.294,2.2733,4.8334,2.247,0.017386,0.80296,0.096563,53.411,43.359
62.42,54.222,22.167,60.897,22.552,39.507,42.731,47.472,49.1,41.414,16.582,50,0.22697,3612.8,4533.5,9.4212,26.983,42.351,2713.2,74.944,120.39,0.33784,80.464,51.574,2641.8,23.783,50.405,3108.5,23.539,65.954,233.72,342.05,94.7,78.107,32.308,8.9017,26.379,6.8466,18.617,1.6789,32.651,13.723,24.1,1.3085,18.516,2.2279,4.9378,2.2439,0.017386,0.80296,0.096563,53.411,43.359
62.53,53.802,22.264,60.539,22.354,39.541,40.637,44.676,48.273,40.954,18.638,50,0.22598,3606.3,4568.6,9.3305,26.698,42.24,2713.3,74.206,120.42,0.33757,80.437,50.862,2642.1,27.002,49.197,3110,22.691,66.056,232.56,341.96,94.65,77.179,32.308,8.9017,26.379,6.8466,18.617,1.6789,32.651,13.723,24.1,1.3085,18.516,2.2279,4.9378,2.2439,-0.0054799,0.80032,0.09378,54.029,44.306
63.26,54.198,21.638,62.088,22.362,38.707,38.528,47.754,48.139,41.011,18.688,50,0.21603,3663.3,4533.3,9.4013,26.847,42.247,2709.8,75.094,120.39,0.32234,80.01,50.145,2638.7,23.889,50.527,3107.6,22.682,65.986,229.92,342.31,94.715,77.095,32.037,8.8979,26.725,6.7175,18.472,1.6771,33.229,13.752,24.092,1.1461,18.201,2.2842,4.8521,2.3143,-0.0054799,0.80032,0.09378,54.029,44.306
63.12,54.496,21.1,59.78,22.359,38.064,42.834,45.02,47.63,41.075,17.44,50,0.22151,3671.6,4508.4,9.4329,26.895,42.578,2708.9,76.387,120.39,0.32761,79.878,51.609,2637,24.019,49.346,3105.6,23.21,65.882,231.57,342.1,94.586,77.231,32.037,8.8979,26.725,6.7175,18.472,1.6771,33.229,13.752,24.092,1.1461,18.201,2.2842,4.8521,2.3143,-0.0054799,0.80032,0.09378,54.029,44.306
63.38,54.493,24.189,61.9,22.422,39.068,36.438,48.026,47.47,41.162,17.913,50,0.24293,3728,4541.6,9.4052,26.93,42.251,2707.8,76.045,120.41,0.32466,79.819,49.435,2636.7,25.594,50.645,3105.1,23.021,65.764,229.38,341.76,94.605,77.155,32.146,9.016,26.924,6.8942,18.496,1.6422,33.32,13.918,23.989,1.2055,18.736,2.2564,4.8103,2.3192,-0.0054799,0.80032,0.09378,54.029,44.306
63.85,54.24,24.02,61.58,22.264,38.803,41.134,45.875,47.03,41.397,17.543,50,0.24465,3700.6,4562.7,9.2392,26.544,42.201,2709.7,75.36,120.43,0.32684,80.03,51.031,2638.9,25.426,49.715,3106.7,23.182,65.702,230.33,341.5,94.398,77.129,32.146,9.016,26.924,6.8942,18.496,1.6422,33.32,13.918,23.989,1.2055,18.736,2.2564,4.8103,2.3192,-0.0054799,0.80032,0.09378,54.029,44.306
62.91,54.638,23.309,59.897,22.623,41.301,43.944,49.69,46.741,40.577,19.661,50,0.23273,3668.9,4528.6,9.2975,27.349,42.267,2708.4,75.577,120.38,0.34306,80.013,51.986,2637,24.636,51.364,3105,22.285,65.645,228.17,341.57,94.6,77.262,32.043,9.0303,26.693,6.959,18.422,1.6785,32.617,13.94,24.49,1.1998,18.755,2.2505,4.888,2.3194,0.032154,0.82057,0.10367,53.933,44.237
63.25,54.315,22.849,61.989,21.854,41.12,28.882,46.351,46.384,41.369,18.792,50,0.23741,3649.3,4555.6,9.417,26.801,42.371,2706.8,75.126,120.42,0.34454,79.948,46.868,2635.2,26.646,49.921,3105,22.66,65.619,227.55,340.9,94.575,77.01,32.043,9.0303,26.693,6.959,18.422,1.6785,32.617,13.94,24.49,1.1998,18.755,2.2505,4.888,2.3194,0.032154,0.82057,0.10367,53.933,44.237
62.92,54.761,24.093,60.938,22.083,41.416,35.475,46.628,46.105,39.724,16.857,50,0.24664,3632.9,4538,9.4152,26.705,42.703,2704.7,75.28,120.37,0.34818,79.768,49.108,2632.9,23.457,50.041,3101.6,23.489,65.538,226.13,340.64,94.684,76.999,32.061,8.7897,26.685,6.9097,18.908,1.7204,32.869,13.686,24.099,1.3075,18.633,2.3173,4.8143,2.2161,0.032154,0.82057,0.10367,53.933,44.237
63.00,54.16,24.374,59.911,22.302,41.29,40.989,47.508,45.861,41.813,18.825,50,0.24379,3628.3,4588.2,9.4005,26.811,42.446,2708,74.94,120.4,0.34922,80.075,50.982,2636.5,26.269,50.421,3104.5,22.639,65.506,224.35,340.92,94.789,77.539,32.061,8.7897,26.685,6.9097,18.908,1.7204,32.869,13.686,24.099,1.3075,18.633,2.3173,4.8143,2.2161,0.032154,0.82057,0.10367,53.933,44.237
62.89,53.824,23.882,61.73,21.969,38.216,39.622,51.681,45.481,40.918,19.275,50,0.24811,3656.9,4518.2,9.3848,26.858,42.193,2709.2,74.54,120.4,0.31854,80.216,50.517,2637.9,24.187,52.224,3107.1,22.447,65.521,224.07,340.77,94.507,77.501,32.206,8.8794,26.005,6.8765,18.952,1.6245,32.625,13.902,23.693,1.2497,18.505,2.2651,4.7934,2.2341,0.032154,0.82057,0.10367,53.933,44.237
62.53,54.022,24.163,62.095,22.169,38.363,33.773,47.735,45.597,41.839,18.054,50,0.24526,3678.2,4501.6,9.3996,26.891,42.255,2711.4,74.675,120.43,0.31733,80.416,48.53,2640.9,25.522,50.519,3108.1,22.951,65.554,223.49,340.69,94.676,77.465,32.206,8.8794,26.005,6.8765,18.952,1.6245,32.625,13.902,23.693,1.2497,18.505,2.2651,4.7934,2.2341,0.0033105,0.81764,0.11256,53.191,43.446
62.58,53.766,22.971,60.287,22.008,40.733,38.428,48.057,45.641,40.395,20.304,50,0.2305,3691.7,4511.9,9.1818,27.17,42.611,2708.3,74.336,120.37,0.34487,80.182,50.112,2634.6,24.061,50.658,3106.3,22.02,65.559,220.72,340.47,94.542,76.898,32.504,8.8079,26.228,6.7002,19.198,1.6578,32.785,13.734,24.268,1.3388,18.38,2.2709,4.8236,2.236,0.0033105,0.81764,0.11256,53.191,43.446
63.28,53.717,22.776,60.761,22.194,40.773,34.811,49.133,45.243,40.954,20.712,50,0.23248,3650.7,4515.9,9.4216,26.94,42.452,2704.2,75.553,120.38,0.34454,79.882,48.883,2632.3,25.03,51.123,3101.6,21.869,65.494,222.97,340.73,94.754,76.624,32.504,8.8079,26.228,6.7002,19.198,1.6578,32.785,13.734,24.268,1.3388,18.38,2.2709,4.8236,2.236,0.0033105,0.81764,0.11256,53.191,43.446
63.92,53.183,19.83,62.066,21.85,38.811,37.527,49.142,45.184,41.53,19.787,50,0.2014,3708.7,4506,9.2695,27.38,42.116,2701,75.27,120.39,0.32388,79.781,49.805,2629.1,27.047,51.127,3100.2,22.254,65.397,221.5,340.36,94.66,77.139,31.918,8.8193,26.119,6.917,18.628,1.6746,32.516,13.921,23.985,1.239,18.176,2.2994,4.9293,2.3355,0.0033105,0.81764,0.11256,53.191,43.446
64.20,53.37,19.94,62.084,21.569,38.618,39.643,43.075,44.916,41.224,21.782,50,0.20028,3692.5,4490.3,9.2458,26.437,42.275,2703.2,75.52,120.4,0.32547,80.141,50.524,2632,25.502,48.505,3101.1,21.393,65.334,222.36,339.96,94.588,77.708,31.918,8.8193,26.119,6.917,18.628,1.6746,32.516,13.921,23.985,1.239,18.176,2.2994,4.9293,2.3355,0.0033105,0.81764,0.11256,53.191,43.446
63.30,54.607,25.467,61.865,21.575,40.738,37.496,49.415,44.864,42.101,19.647,50,0.2569,3637.8,4501.9,9.2333,26.861,42.03,2701.6,75.413,120.43,0.34901,80.124,49.795,2630,23.662,51.245,3100.7,22.311,65.358,219.6,339.42,94.642,77.149,31.509,8.9202,26.49,6.7898,18.476,1.6465,33.312,13.781,24.02,1.3529,19.181,2.2801,4.7512,2.317,0.0091439,0.83079,0.10115,54.375,42.984
63.53,54.48,25.439,61.953,21.783,41.437,36.739,45.905,44.558,40.603,15.148,50,0.25719,3624.9,4512.5,9.2733,26.848,42.423,2700.9,76.425,120.37,0.34328,80.11,49.538,2629.8,26.035,49.728,3100.7,24.203,65.358,220.36,340.01,94.724,77.313,31.509,8.9202,26.49,6.7898,18.476,1.6465,33.312,13.781,24.02,1.3529,19.181,2.2801,4.7512,2.317,0.0091439,0.83079,0.10115,54.375,42.984
63.53,54.847,29.742,60.059,21.564,39.377,36.489,48.721,44.654,41.398,20.979,50,0.30245,3690.9,4516.2,9.3122,26.863,42.367,2704.2,75.294,120.42,0.32985,80.262,49.452,2632.7,25.832,50.945,3104.3,21.746,65.386,216.57,339.61,94.583,77.246,31.972,8.8784,26.674,6.9245,18.787,1.6046,32.788,13.91,24.049,1.2578,19.105,2.2397,4.7746,2.3126,0.0091439,0.83079,0.10115,54.375,42.984
62.96,54.378,29.742,63.222,21.849,39.087,34.339,47.935,44.181,41.545,14.276,50,0.30245,3724.5,4555.4,9.2854,27.403,42.368,2703,75.014,120.41,0.33223,80.114,48.722,2631.5,25.378,50.606,3103.7,24.578,65.358,219.2,339.47,94.519,77.128,31.972,8.8784,26.674,6.9245,18.787,1.6046,32.788,13.91,24.049,1.2578,19.105,2.2397,4.7746,2.3126,0.0091439,0.83079,0.10115,54.375,42.984
62.49,54.242,25.968,62.443,21.546,40.75,35.474,48.031,44.257,40.893,17.142,50,0.26047,3684.1,4504.9,9.1389,26.354,42.399,2703.6,74.62,120.4,0.34721,80.232,49.108,2631.3,25.206,50.647,3101.6,23.366,65.344,215.67,339.76,94.573,77.146,31.7,9.0319,26.834,7.0308,18.751,1.6444,32.291,13.833,23.882,1.2869,18.876,2.2515,4.8316,2.3104,0.0091439,0.83079,0.10115,54.375,42.984
63.07,53.952,25.856,61.483,21.551,41.288,37.223,46.593,44.052,41.13,18.471,50,0.2616,3650.5,4529.2,9.3584,26.878,42.58,2701.2,75.092,120.39,0.3428,80.167,49.702,2629.3,26.702,50.026,3102.1,22.796,65.314,218.85,339.55,94.629,77.485,31.7,9.0319,26.834,7.0308,18.751,1.6444,32.291,13.833,23.882,1.2869,18.876,2.2515,4.8316,2.3104,0.013227,0.84849,0.10654,53.177,44.012
62.93,53.654,28.808,60.995,21.597,39.835,38.079,48.402,44.159,40.554,16.992,50,0.29157,3599,4561.5,9.289,27.14,42.338,2702.3,75.277,120.39,0.33827,80.27,49.993,2630.7,25.953,50.807,3101.7,23.426,65.344,216.53,339.35,94.745,77.186,31.689,8.8517,26.505,7.0616,18.658,1.6598,32.719,13.799,23.709,1.2652,18.802,2.2262,4.8864,2.2754,0.013227,0.84849,0.10654,53.177,44.012
62.15,54.112,28.657,60.711,22.111,40.149,37.173,49.226,43.965,40.57,18.052,50,0.2931,3644.3,4523.3,9.2442,27.116,42.294,2703.5,74.453,120.4,0.3357,80.314,49.685,2631.9,22.964,51.163,3101.1,22.974,65.344,217.56,340.02,94.682,77.231,31.689,8.8517,26.505,7.0616,18.658,1.6598,32.719,13.799,23.709,1.2652,18.802,2.2262,4.8864,2.2754,0.013227,0.84849,0.10654,53.177,44.012
62.51,53.814,29.451,60.745,21.725,39.492,43.356,47.487,44.1,40.656,20.276,50,0.29747,3599,4568.3,9.3412,27.031,42.3,2701.9,74.977,120.39,0.33359,80.175,51.786,2630.4,26.718,50.412,3101.9,22.036,65.337,214.92,339.77,94.698,77.427,31.97,8.9035,26.552,6.9595,18.804,1.6364,32.268,13.808,24.155,1.2171,18.869,2.2639,4.8958,2.3107,0.013227,0.84849,0.10654,53.177,44.012
62.19,54.05,29.235,62.726,21.775,39.888,38.317,45.126,43.939,40.69,19.961,50,0.29967,3617.8,4548.5,9.3795,26.442,41.991,2703,75.834,120.37,0.33034,80.013,50.074,2631,23.533,49.392,3101,22.191,65.257,215.66,340.09,94.811,76.944,31.97,8.9035,26.552,6.9595,18.804,1.6364,32.268,13.808,24.155,1.2171,18.869,2.2639,4.8958,2.3107,0.013227,0.84849,0.10654,53.177,44.012
63.04,53.926,27.195,60.458,21.975,39.709,36.418,46.9,44.099,40.135,18.784,50,0.27351,3613,4529.7,9.3599,27.173,42.353,2702.7,75.824,120.41,0.33365,79.982,49.429,2631.2,24.555,50.158,3101.1,22.682,65.21,217.99,340.29,94.798,77.284,31.915,8.8488,26.875,6.8982,19.258,1.6477,32.475,13.928,23.602,1.2494,18.976,2.2809,4.9662,2.2068,0.030291,0.84591,0.096195,53.453,44.282
61.57,54.237,26.887,59.856,21.953,39.716,43.214,46.54,44.304,41.14,20.002,50,0.27664,3698.6,4503.7,9.325,27.055,42.277,2706.2,75.546,120.42,0.33359,80.132,51.738,2634,23.982,50.003,3103.3,22.169,65.189,216.9,340.19,94.659,77.236,31.915,8.8488,26.875,6.8982,19.258,1.6477,32.475,13.928,23.602,1.2494,18.976,2.2809,4.9662,2.2068,0.030291,0.84591,0.096195,53.453,44.282
63.11,53.416,27.925,61.552,21.907,41.101,36.804,46.683,44.3,40.817,18.12,50,0.28175,3637.7,4475.6,9.259,27.043,42.293,2705.6,74.245,120.4,0.34899,80.157,49.56,2633.5,26.236,50.065,3104.5,22.957,65.227,218.1,340.17,94.77,77.356,31.872,8.8737,26.16,7.0465,18.856,1.6946,32.5,13.853,23.901,1.2291,18.928,2.2466,4.7626,2.3454,0.030291,0.84591,0.096195,53.453,44.282
63.03,54.123,28.12,61.118,22.028,41.558,41.232,43.9,44.42,41.498,18.725,50,0.27977,3642.6,4416.6,9.3563,26.95,42.514,2705.2,74.787,120.43,0.34524,80.247,51.064,2634.1,24.695,48.862,3103.3,22.697,65.24,217.91,340.69,94.557,77.339,31.872,8.8737,26.16,7.0465,18.856,1.6946,32.5,13.853,23.901,1.2291,18.928,2.2466,4.7626,2.3454,0.030291,0.84591,0.096195,53.453,44.282
62.15,53.686,28.49,61.883,22.337,40.578,34.615,49.017,44.369,40.747,17.976,50,0.29053,3612.8,4531.6,9.1795,26.845,42.649,2704.9,74.738,120.39,0.33761,80.129,48.816,2633.4,26.012,51.073,3101.5,23.01,65.285,219.62,340.88,94.771,77.504,32.687,9.0059,26.762,6.9997,18.662,1.6341,33.145,13.665,23.541,1.2011,19.276,2.3065,4.8353,2.3167,0.030291,0.84591,0.096195,53.453,44.282
61.82,53.767,28.539,60.072,22.316,40.358,38.883,47.819,44.545,41.104,18.399,50,0.29003,3632,4524.8,9.3539,27.196,42.53,2706.5,75.655,120.42,0.33941,80.311,50.266,2635.1,23.068,50.555,3104.4,22.827,65.294,218.25,341.49,94.692,77.387,32.687,9.0059,26.762,6.9997,18.662,1.6341,33.145,13.665,23.541,1.2011,19.276,2.3065,4.8353,2.3167,0.031542,0.85258,0.11322,53.117,43.207
62.35,54.537,20.701,61.937,22.386,37.591,38.237,47.857,44.599,40.012,18.051,50,0.21018,3617.8,4500.4,9.1349,26.659,42.098,2706.2,75.367,120.37,0.32012,80.257,50.047,2635.7,24.697,50.572,3101.7,22.974,65.343,218.55,341.36,94.821,77.305,32.254,8.8266,26.738,6.8698,18.869,1.6362,32.758,13.755,23.681,1.3052,19.06,2.2507,4.8736,2.2366,0.031542,0.85258,0.11322,53.117,43.207
62.14,54.257,20.698,62.422,22.307,37.655,38.374,45.246,44.749,40.852,16.818,50,0.2102,3629.5,4523.8,9.3029,27.197,42.019,2703.7,75.13,120.4,0.31959,80.093,50.093,2632.1,26.203,49.443,3100.7,23.511,65.353,217.74,341.38,94.775,76.765,32.254,8.8266,26.738,6.8698,18.869,1.6362,32.758,13.755,23.681,1.3052,19.06,2.2507,4.8736,2.2366,0.031542,0.85258,0.11322,53.117,43.207
63.28,54.243,24.65,61.11,22.222,39.176,40.59,47.682,44.54,40.464,16.515,50,0.24781,3627,4482.7,9.4555,26.876,42.292,2703.5,75.702,120.4,0.32553,79.973,50.846,2631.5,26.272,50.496,3100.5,23.637,65.317,221.02,341.1,94.833,77.048,32.061,8.7639,25.94,6.8303,19.089,1.7133,32.828,13.851,23.825,1.196,18.624,2.2089,4.94,2.3224,0.031542,0.85258,0.11322,53.117,43.207
63.08,53.958,24.533,60.169,22.138,38.964,39.272,45.99,44.753,41.824,19.255,50,0.249,3638.3,4506.5,9.3397,26.666,42.67,2703.3,75.254,120.41,0.32727,80.049,50.398,2632.6,26.027,49.765,3101,22.473,65.294,219.56,340.97,94.633,77.376,32.061,8.7639,25.94,6.8303,19.089,1.7133,32.828,13.851,23.825,1.196,18.624,2.2089,4.94,2.3224,0.031542,0.85258,0.11322,53.117,43.207
63.36,54.078,26.223,62.152,22.177,39.786,36.821,42.891,45.028,40.303,18.015,50,0.26981,3644.1,4448.4,9.2965,27.053,42.424,2703.4,74.389,120.39,0.34138,80.039,49.565,2631.9,24.634,48.426,3100.6,23.01,65.278,219.59,341.03,94.676,77.001,32.103,8.9082,26.31,6.7968,19.371,1.6723,33.206,13.764,23.463,1.1708,19.068,2.2779,4.788,2.2617,0.0035624,0.85255,0.10198,53.885,43.819
